cityname,distance,Artscultureandentertainment_cityA,Artscultureandentertainment_cityB,Artscultureandentertainment_interaction,Lifestyleandleisure_cityA,Lifestyleandleisure_cityB,Lifestyleandleisure_interaction,Sport_cityA,Sport_cityB,Sport_interaction,Environment_cityA,Environment_cityB,Environment_interaction,Economybusinessandfinance_cityA,Economybusinessandfinance_cityB,Economybusinessandfinance_interaction,Society_cityA,Society_cityB,Society_interaction,Crimelawandjustice_cityA,Crimelawandjustice_cityB,Crimelawandjustice_interaction,Scienceandtechnology_cityA,Scienceandtechnology_cityB,Scienceandtechnology_interaction,Politics_cityA,Politics_cityB,Politics_interaction,Disasteraccidentandemergencyincident_cityA,Disasteraccidentandemergencyincident_cityB,Disasteraccidentandemergencyincident_interaction,Health_cityA,Health_cityB,Health_interaction,Conflictswarandpeace_cityA,Conflictswarandpeace_cityB,Conflictswarandpeace_interaction,Education_cityA,Education_cityB,Education_interaction,Humaninterest_cityA,Humaninterest_cityB,Humaninterest_interaction,Weather_cityA,Weather_cityB,Weather_interaction,Religionandbelief_cityA,Religionandbelief_cityB,Religionandbelief_interaction,Labor_cityA,Labor_cityB,Labor_interaction,total_cityA,total_cityB,total_interaction
San Diego-Winston Salem,3391097.592,673,19,0,148,4,0,686,10,1,178,0,0,219,4,0,135,5,0,175,5,0,290,1,0,122,9,0,92,0,0,150,4,0,103,0,0,69,2,0,116,0,0,11,0,0,45,3,0,7,0,0,2457,49,1
San Diego-Glendale,188559.3217,673,35,3,148,20,0,686,42,8,178,2,0,219,14,0,135,7,0,175,20,0,290,10,2,122,6,0,92,4,1,150,3,1,103,1,0,69,5,0,116,8,0,11,2,0,45,2,0,7,1,0,2457,130,13
San Diego-Hialeah,3642446.88,673,4,0,148,3,0,686,1,0,178,0,0,219,0,0,135,2,0,175,5,0,290,0,0,122,5,0,92,0,0,150,0,0,103,1,0,69,0,0,116,0,0,11,0,0,45,2,0,7,0,0,2457,17,0
San Diego-Garland,1917068.636,673,918,3,148,181,1,686,74,2,178,20,0,219,34,0,135,36,3,175,52,0,290,47,0,122,28,0,92,1,0,150,16,0,103,20,0,69,11,0,116,104,0,11,3,0,45,31,0,7,26,0,2457,1299,6
San Diego-Scottsdale,495735.509,673,25,0,148,17,0,686,18,1,178,8,0,219,3,0,135,3,0,175,13,0,290,9,0,122,14,1,92,0,0,150,6,0,103,2,0,69,0,0,116,3,0,11,1,0,45,1,0,7,1,0,2457,92,2
San Diego-Irving,1889164.154,673,807,5,148,99,0,686,220,7,178,18,0,219,109,2,135,43,0,175,102,2,290,60,0,122,103,1,92,4,0,150,28,0,103,34,0,69,59,0,116,51,0,11,4,0,45,160,0,7,31,0,2457,1552,14
San Diego-Chesapeake,3737673.869,673,31,0,148,22,0,686,13,0,178,44,0,219,29,0,135,3,0,175,3,0,290,4,0,122,20,0,92,6,0,150,2,0,103,5,0,69,2,0,116,3,0,11,3,0,45,5,0,7,0,0,2457,142,0
San Diego-North Las Vegas,430696.5321,673,1,0,148,2,0,686,0,0,178,1,0,219,1,0,135,1,0,175,0,0,290,0,0,122,1,0,92,1,0,150,0,0,103,0,0,69,0,0,116,0,0,11,0,0,45,0,0,7,0,0,2457,5,0
San Diego-Fremont,694427.4065,673,22,1,148,24,1,686,32,0,178,3,0,219,20,0,135,10,0,175,10,0,290,14,0,122,6,0,92,1,0,150,0,0,103,2,0,69,2,0,116,1,0,11,0,0,45,1,0,7,0,0,2457,112,1
San Diego-Baton Rouge,2474023.46,673,53,2,148,7,0,686,11,3,178,7,0,219,4,0,135,14,0,175,24,2,290,3,1,122,24,0,92,32,1,150,3,0,103,2,0,69,5,0,116,3,0,11,2,0,45,2,0,7,1,0,2457,160,7
San Diego-Richmond,747753.8504,673,1030,5,148,588,4,686,576,5,178,182,0,219,339,0,135,455,0,175,258,2,290,145,1,122,199,0,92,27,1,150,169,1,103,78,0,69,334,0,116,54,0,11,56,0,45,69,0,7,430,0,2457,3857,13
San Diego-Boise,1216512.462,673,28,1,148,10,0,686,24,9,178,6,0,219,12,0,135,8,0,175,16,0,290,7,1,122,11,0,92,5,0,150,0,0,103,5,0,69,3,0,116,5,0,11,2,0,45,1,0,7,0,0,2457,103,9
San Diego-San Bernardino,155484.701,673,26,0,148,13,2,686,1,0,178,8,0,219,18,1,135,11,1,175,95,7,290,19,0,122,118,3,92,18,9,150,5,0,103,32,0,69,2,0,116,4,0,11,3,0,45,52,1,7,1,0,2457,286,17
San Diego-Spokane,1663601.726,673,55,0,148,5,0,686,10,0,178,10,0,219,2,0,135,29,0,175,14,0,290,5,0,122,6,0,92,2,0,150,1,0,103,5,0,69,2,0,116,9,0,11,0,0,45,4,0,7,1,0,2457,127,2
San Diego-Birmingham,2821785.076,673,79,0,148,7,0,686,9,0,178,1,0,219,17,0,135,39,0,175,49,0,290,5,0,122,46,0,92,2,0,150,10,0,103,7,0,69,2,0,116,1,0,11,2,0,45,10,0,7,6,0,2457,211,2
Dallas-San Jose,2334520.437,1316,118,5,210,69,1,1449,598,242,139,43,1,377,105,1,157,32,1,338,69,1,238,239,3,338,32,0,61,35,1,160,12,0,85,15,1,61,20,1,245,9,0,28,1,0,74,15,0,22,1,0,4292,1236,298
Dallas-Austin,293423.8199,1316,1947,67,210,470,16,1449,1231,85,139,159,14,377,445,10,157,263,18,338,359,28,238,470,15,338,271,31,61,44,12,160,136,7,85,186,6,61,174,6,245,166,7,28,31,0,74,87,7,22,301,0,4292,5321,246
Dallas-Jacksonville,1802865.387,1316,54,3,210,18,2,1449,319,137,139,5,0,377,22,0,157,13,0,338,46,0,238,12,0,338,44,0,61,6,0,160,5,0,85,7,0,61,3,0,245,2,0,28,5,0,74,3,0,22,1,0,4292,532,157
Dallas-San Francisco,2385919.81,1316,2967,50,210,902,19,1449,1116,203,139,542,11,377,1150,20,157,621,6,338,588,8,238,2436,21,338,505,7,61,119,2,160,319,3,85,262,4,61,186,1,245,225,8,28,36,3,74,165,5,22,47,0,4292,9266,335
Dallas-Indianapolis,1230269.337,1316,151,11,210,21,3,1449,733,196,139,15,1,377,53,4,157,31,2,338,70,4,238,34,1,338,74,3,61,10,0,160,16,0,85,16,0,61,10,0,245,3,1,28,5,0,74,17,0,22,4,0,4292,1078,225
Dallas-Columbus,1211407.581,1316,439,7,210,185,4,1449,439,237,139,43,1,377,84,3,157,65,3,338,59,2,238,105,1,338,156,4,61,15,1,160,31,1,85,25,0,61,36,0,245,36,0,28,7,0,74,74,0,22,8,0,4292,1528,300
Dallas-Fort Worth,50020.94161,1316,80,15,210,16,5,1449,37,16,139,22,11,377,53,24,157,12,6,338,67,24,238,19,7,338,51,23,61,14,11,160,25,14,85,18,3,61,5,2,245,1,1,28,9,9,74,10,2,22,0,0,4292,313,115
Dallas-Charlotte,1495642.75,1316,4529,25,210,1052,1,1449,755,87,139,144,2,377,463,4,157,696,1,338,447,4,238,328,1,338,245,1,61,32,0,160,263,0,85,114,0,61,539,1,245,434,4,28,39,0,74,95,1,22,259,0,4292,8326,123
Dallas-Seattle,2706357.204,1316,1317,22,210,349,6,1449,1353,434,139,288,4,377,651,13,157,270,8,338,369,7,238,762,10,338,196,5,61,41,1,160,187,2,85,154,4,61,73,2,245,84,2,28,19,0,74,67,0,22,24,0,4292,4962,551
Dallas-Denver,1067505.95,1316,420,11,210,175,6,1449,765,259,139,92,7,377,207,11,157,163,4,338,222,7,238,128,5,338,648,8,61,31,2,160,69,3,85,74,1,61,45,1,245,32,2,28,24,2,74,42,1,22,16,0,4292,2612,327
Dallas-El Paso,914269.1425,1316,63,4,210,35,3,1449,17,4,139,12,1,377,10,0,157,43,4,338,106,5,238,6,0,338,34,7,61,6,1,160,18,2,85,12,2,61,5,1,245,2,0,28,10,0,74,5,0,22,0,0,4292,274,24
Dallas-Detroit,1609952.133,1316,1543,24,210,196,3,1449,1004,276,139,124,1,377,875,10,157,274,9,338,265,8,238,202,7,338,363,7,61,38,0,160,46,1,85,257,1,61,68,0,245,79,0,28,36,0,74,67,1,22,24,0,4292,4543,338
Dallas-Washington,1904380.497,1316,3658,108,210,889,18,1449,602,354,139,1431,15,377,2015,46,157,1668,25,338,2114,51,238,1472,26,338,4176,112,61,327,4,160,692,20,85,1684,27,61,602,5,245,293,15,28,293,5,74,724,15,22,221,1,4292,22862,708
Dallas-Boston,2495895.836,1316,2394,37,210,585,11,1449,1714,231,139,239,6,377,1167,18,157,526,9,338,964,19,238,914,10,338,890,14,61,128,4,160,421,6,85,418,1,61,417,0,245,270,7,28,149,3,74,279,1,22,166,1,4292,8910,338
Dallas-Memphis,676512.8978,1316,902,22,210,132,4,1449,580,95,139,15,0,377,55,2,157,66,2,338,92,5,238,33,0,338,64,6,61,12,0,160,20,0,85,21,2,61,15,1,245,57,2,28,16,1,74,26,1,22,2,0,4292,1832,129
Dallas-Nashville,992795.7467,1316,1106,28,210,118,3,1449,106,25,139,24,1,377,59,0,157,56,1,338,60,0,238,49,2,338,110,2,61,10,0,160,27,1,85,17,1,61,19,0,245,38,1,28,4,0,74,22,0,22,3,0,4292,1580,60
Dallas-Portland,2602460.867,1316,803,13,210,528,6,1449,762,290,139,201,5,377,317,6,157,202,3,338,161,2,238,189,1,338,127,3,61,47,1,160,50,0,85,115,3,61,83,2,245,32,1,28,47,1,74,22,1,22,72,0,4292,2969,367
Dallas-Oklahoma City,306795.4828,1316,76,4,210,16,2,1449,272,117,139,18,1,377,22,1,157,26,2,338,117,6,238,13,0,338,54,3,61,21,3,160,9,2,85,38,2,61,3,0,245,4,0,28,6,1,74,24,3,22,0,0,4292,588,139
Dallas-Las Vegas,1722353.305,1316,2046,26,210,630,9,1449,1254,42,139,107,0,377,626,13,157,262,2,338,350,8,238,718,3,338,418,6,61,39,1,160,65,3,85,87,3,61,42,2,245,207,9,28,675,1,74,55,0,22,65,0,4292,5647,98
Dallas-Baltimore,1950988.96,1316,1095,19,210,131,7,1449,748,202,139,43,1,377,152,6,157,213,5,338,451,14,238,154,3,338,193,1,61,46,0,160,119,1,85,78,1,61,57,0,245,46,3,28,36,1,74,32,0,22,25,0,4292,2903,259
Dallas-Louisville,1170056.661,1316,128,2,210,26,1,1449,183,18,139,16,0,377,26,0,157,23,1,338,28,2,238,17,0,338,53,2,61,6,0,160,17,0,85,5,2,61,13,2,245,8,0,28,7,0,74,18,1,22,2,0,4292,443,24
Dallas-Milwaukee,1381929.784,1316,170,5,210,38,1,1449,279,68,139,21,2,377,63,6,157,35,2,338,75,2,238,26,0,338,139,5,61,5,0,160,9,0,85,11,0,61,16,0,245,5,0,28,3,0,74,27,0,22,2,0,4292,762,80
Dallas-Albuquerque,941224.2428,1316,169,4,210,42,2,1449,39,0,139,28,1,377,22,1,157,18,1,338,44,4,238,26,0,338,37,1,61,15,1,160,12,1,85,12,1,61,3,0,245,8,0,28,7,1,74,6,0,22,2,0,4292,377,11
Dallas-Tucson,1327024.504,1316,95,3,210,37,3,1449,119,5,139,19,0,377,15,0,157,42,2,338,180,1,238,44,0,338,140,1,61,4,0,160,13,0,85,21,0,61,9,0,245,8,0,28,2,0,74,21,0,22,0,0,4292,571,12
Dallas-Fresno,2141614.321,1316,32,1,210,15,0,1449,8,2,139,21,1,377,14,1,157,17,1,338,20,1,238,5,0,338,6,0,61,15,1,160,4,1,85,7,0,61,3,0,245,2,0,28,0,0,74,3,0,22,1,0,4292,120,6
Dallas-Sacramento,2316796.304,1316,129,6,210,51,0,1449,185,69,139,71,2,377,103,6,157,59,2,338,95,4,238,31,0,338,105,3,61,42,4,160,20,3,85,24,2,61,11,0,245,10,0,28,8,0,74,15,0,22,4,0,4292,711,84
